Node,Type,Value,HE 1,HE 2,HE 3,HE 4,HE 5,HE 6,HE 7,HE 8,HE 9,HE 10,HE 11,HE 12,HE 13,HE 14,HE 15,HE 16,HE 17,HE 18,HE 19,HE 20,HE 21,HE 22,HE 23,HE 24
DECO.PINE_TREE,Gennode,MLC,-0.44,0.06,0.01,0.28,0.68,1.46,1.3,4.69,1.52,1.51,1.5,2.25,1.88,2.04,1.94,3.12,4.65,6.26,5.94,6.45,4.03,3.37,3.48,2.64
DECO.PINNEBOG,Gennode,MLC,-1.91,-1.45,-1.41,-0.95,-0.69,-0.95,-1.03,-1.89,-0.38,-0.38,0,0.86,0.98,1.15,1.25,2.48,3.83,5.12,4.56,4.57,2.58,2.11,2.36,1.81
DECO.PLACDP12,Gennode,MLC,-0.35,0.19,0.16,0.43,0.73,1.53,1.35,4.83,1.53,1.58,1.52,2.27,1.85,2.01,1.89,2.99,4.48,6.07,5.75,6.32,4.01,3.39,3.52,2.66
DECO.PONTC.MVP,Hub,MLC,-0.47,0.07,0.03,0.32,0.62,1.35,1.16,4.25,1.37,1.42,1.39,2.15,1.78,1.94,1.84,2.95,4.43,5.97,5.62,6.12,3.85,3.25,3.4,2.6
DECO.PUTNMP11,Gennode,MLC,1.25,2.23,2.16,2.37,2.51,4.71,4.8,15.74,5.46,5.79,4.63,6.29,4.73,4.86,4.36,5.91,8.51,11.81,11.73,13.48,8.91,7.31,7.21,5.44
DECO.RPSN3.MVP,Hub,MLC,-1.55,-1.05,-1.03,-0.61,-0.33,-0.34,-0.47,-0.34,0.08,0.1,0.37,1.19,1.16,1.33,1.39,2.57,3.93,5.25,4.68,4.78,2.79,2.28,2.56,2
DECO.RPSON.MVP,Hub,MLC,-1.63,-1.15,-1.12,-0.69,-0.42,-0.48,-0.59,-0.7,-0.02,-0.01,0.28,1.09,1.1,1.28,1.35,2.53,3.89,5.19,4.62,4.7,2.71,2.21,2.48,1.94
DECO.RRP11,Gennode,MLC,0.18,0.66,0.57,0.76,1.11,2.32,2.06,6.89,2.56,2.54,2.17,2.8,2.16,2.36,2.13,3.15,4.69,6.5,6.46,7.56,4.97,4.32,4.28,3.18
DECO.SANDU.MVP,Hub,MLC,-1.17,-0.69,-0.69,-0.34,-0.01,0.26,0.15,1.45,0.61,0.61,0.76,1.59,1.43,1.62,1.64,2.84,4.31,5.83,5.31,5.53,3.28,2.66,2.84,2.19
DECO.SELC,Loadzone,MLC,0.44,1.01,0.91,1.1,1.39,2.76,2.57,8.32,2.57,2.62,2.3,3.06,2.39,2.54,2.31,3.41,5.04,6.95,6.84,7.85,5.13,4.38,4.34,3.24
DECO.SESA,Loadzone,MLC,0.44,1.01,0.91,1.1,1.39,2.76,2.57,8.32,2.57,2.62,2.3,3.06,2.39,2.54,2.31,3.41,5.04,6.95,6.84,7.85,5.13,4.38,4.34,3.24
DECO.SIGEL1,Gennode,MLC,-2.2,-1.82,-1.78,-1.31,-1,-1.43,-1.44,-3.06,-0.75,-0.8,-0.36,0.35,0.6,0.87,1.09,2.41,3.78,5.23,4.65,4.69,2.53,1.84,2.01,1.47
DECO.SLOCMP11,Gennode,MLC,0.45,0.93,0.82,0.98,1.27,2.61,2.39,7.68,2.35,2.31,1.97,2.5,1.88,2.07,1.85,2.77,4.17,5.85,5.85,6.97,4.62,4.08,4.05,2.99
DECO.STCLAIR2,Gennode,MLC,-0.71,-0.26,-0.3,-0.01,0.42,1.03,0.9,3.51,1.13,1.08,1.16,1.86,1.61,1.8,1.73,2.88,4.34,5.81,5.48,5.86,3.6,3,3.13,2.38
DECO.STCLAIR3,Gennode,MLC,-0.71,-0.26,-0.3,-0.01,0.42,1.03,0.9,3.51,1.13,1.08,1.16,1.86,1.61,1.8,1.73,2.88,4.34,5.81,5.48,5.86,3.6,3,3.13,2.38
DECO.STCLAIR6,Gennode,MLC,-0.87,-0.46,-0.48,-0.18,0.26,0.76,0.63,2.71,0.87,0.79,0.94,1.59,1.41,1.61,1.57,2.7,4.1,5.47,5.11,5.4,3.27,2.73,2.89,2.2
DECO.STCLAIR7,Gennode,MLC,-0.93,-0.52,-0.54,-0.23,0.2,0.64,0.51,2.37,0.76,0.69,0.85,1.49,1.34,1.53,1.51,2.62,4,5.35,4.97,5.22,3.15,2.62,2.8,2.14
DECO.STCLP11,Gennode,MLC,-0.71,-0.26,-0.3,-0.01,0.42,1.03,0.9,3.51,1.13,1.08,1.16,1.85,1.61,1.8,1.73,2.88,4.34,5.81,5.48,5.86,3.6,3.01,3.14,2.38
DECO.STCLP12,Gennode,MLC,-0.71,-0.26,-0.3,-0.01,0.42,1.03,0.9,3.51,1.13,1.08,1.16,1.85,1.61,1.8,1.73,2.88,4.34,5.81,5.48,5.86,3.6,3.01,3.14,2.38
DECO.SUPP111,Gennode,MLC,1.01,1.56,1.41,1.52,1.73,3.38,3.15,9.72,2.71,2.75,2.32,2.9,2.14,2.27,2,2.91,4.33,6.1,6.14,7.4,4.97,4.4,4.32,3.19
DECO.SUPP112,Gennode,MLC,1.01,1.56,1.41,1.52,1.73,3.38,3.15,9.72,2.71,2.75,2.32,2.9,2.14,2.27,2,2.91,4.33,6.1,6.14,7.4,4.97,4.4,4.32,3.19
DECO.SUPP113,Gennode,MLC,1.01,1.56,1.41,1.52,1.73,3.38,3.15,9.72,2.71,2.75,2.32,2.9,2.14,2.27,2,2.91,4.33,6.1,6.14,7.4,4.97,4.4,4.32,3.19
DECO.SUPP114,Gennode,MLC,1.01,1.56,1.41,1.52,1.73,3.38,3.15,9.72,2.71,2.75,2.32,2.9,2.14,2.27,2,2.91,4.33,6.1,6.14,7.4,4.97,4.4,4.32,3.19
DECO.TRNCNL9,Gennode,MLC,-0.02,0.39,0.3,0.5,0.81,1.84,1.68,5.62,1.63,1.55,1.37,1.8,1.38,1.58,1.45,2.33,3.57,5.01,4.95,5.8,3.77,3.35,3.38,2.48
DECO.TURTLE1,Gennode,MLC,-2.2,-1.82,-1.78,-1.31,-1,-1.43,-1.44,-3.06,-0.75,-0.8,-0.36,0.35,0.6,0.87,1.09,2.41,3.78,5.23,4.65,4.69,2.53,1.84,2.01,1.47
DECO.TURTLE2,Gennode,MLC,-2.2,-1.82,-1.78,-1.31,-1,-1.43,-1.44,-3.06,-0.75,-0.8,-0.36,0.35,0.6,0.87,1.09,2.41,3.78,5.23,4.65,4.69,2.53,1.84,2.01,1.47
DECO.TUSCOLA2,Gennode,MLC,-1.89,-1.33,-1.25,-0.76,-0.6,-0.66,-0.33,0.66,0.73,1.07,0.85,2.1,1.71,1.83,1.84,3.1,4.66,6.28,5.62,5.93,3.46,2.77,3.12,2.41
DECO.WILMTP11,Gennode,MLC,0.34,1.2,1.17,1.45,1.63,3.01,3.03,10.21,3.63,4.05,3.45,5.15,4.13,4.05,3.72,5.38,7.69,10.54,10.26,11.52,7.39,5.99,5.87,4.44
DECO.WPSA,Loadzone,MLC,0.44,1.01,0.91,1.1,1.39,2.76,2.57,8.32,2.57,2.62,2.3,3.06,2.39,2.54,2.31,3.41,5.04,6.95,6.84,7.85,5.13,4.38,4.34,3.24
DEOK,Interface,MLC,-0.16,0.21,0.19,0.5,0.57,1.24,0.72,2.16,0.57,0.66,0.45,0.48,0.25,0.21,0.13,0.24,0.47,0.41,-0.29,-0.65,-0.18,0.02,0.27,0
DLCO,Interface,MLC,-0.16,0.21,0.19,0.5,0.57,1.24,0.72,2.16,0.57,0.66,0.45,0.48,0.25,0.21,0.13,0.24,0.47,0.41,-0.29,-0.65,-0.18,0.02,0.27,0
DMGEN1.AGG,Hub,MLC,-0.86,-1.4,-1.5,-1.34,-1.27,-2.57,-2.83,-7.92,-2.76,-3.33,-2.89,-3.25,-2.08,-2.07,-2.02,-2.32,-2.87,-3.28,-2.96,-3.62,-2.73,-2.49,-2.34,-1.79
DMGEN2.AGG,Hub,MLC,-0.86,-1.4,-1.5,-1.34,-1.27,-2.57,-2.83,-7.92,-2.76,-3.33,-2.89,-3.25,-2.08,-2.07,-2.02,-2.32,-2.87,-3.28,-2.96,-3.62,-2.73,-2.49,-2.34,-1.79
DMGEN4.AGG,Hub,MLC,-0.86,-1.4,-1.5,-1.34,-1.27,-2.57,-2.83,-7.92,-2.76,-3.33,-2.89,-3.25,-2.08,-2.07,-2.02,-2.32,-2.87,-3.28,-2.96,-3.62,-2.73,-2.49,-2.34,-1.79
DPC.AEPE9,Loadzone,MLC,-0.88,-1.2,-0.85,-0.95,-0.88,-1.27,-1.31,-5.17,-1.89,-2.3,-1.98,-2.76,-1.97,-1.91,-1.1,-1.76,-2.49,-3.18,-3.16,-4.16,-3,-2.5,-2.49,-1.91
DPC.AZ,Hub,MLC,-1.01,-1.37,-1.01,-1.11,-1.04,-1.54,-1.56,-5.94,-2.16,-2.59,-2.19,-3,-2.14,-2.05,-1.2,-1.88,-2.68,-3.43,-3.38,-4.44,-3.23,-2.7,-2.7,-2.06
DPC.DPC,Loadzone,MLC,-0.89,-1.22,-0.87,-0.98,-0.91,-1.3,-1.32,-5.2,-1.9,-2.31,-1.98,-2.76,-1.95,-1.88,-1.06,-1.72,-2.45,-3.14,-3.1,-4.08,-2.95,-2.46,-2.47,-1.89
DPC.EDNF,Loadzone,MLC,-0.76,-0.76,-0.39,-0.11,-0.17,-0.33,-1.1,-4.14,-1.56,-2.07,-2,-2.84,-2.38,-2.59,-2.18,-2.83,-3.62,-4.51,-4.98,-6.46,-4.23,-3.54,-3.18,-2.69
DPC.EKM1,Gennode,MLC,-1.79,-2.57,-2.35,-2.51,-2.19,-3.26,-2.45,-8.5,-2.86,-2.89,-2.04,-2.5,-1.58,-1.4,-0.29,-0.98,-1.88,-2.39,-2.01,-2.81,-2.28,-1.85,-2.06,-1.44
DPC.EKM2,Gennode,MLC,-1.79,-2.57,-2.35,-2.51,-2.19,-3.26,-2.45,-8.5,-2.86,-2.89,-2.04,-2.5,-1.58,-1.4,-0.29,-0.98,-1.88,-2.39,-2.01,-2.81,-2.28,-1.85,-2.06,-1.44
DPC.FLAMBEAU,Gennode,MLC,1.29,1.25,1.12,0.79,1.19,2.67,2.75,7.45,2.84,3,2.42,2.7,2.43,2.73,2.73,2.22,2.36,3.46,4.32,4.79,3.09,2.45,1.75,1.73
DPC.GENOA3,Gennode,MLC,-1.51,-1.89,-1.41,-1.41,-1.45,-2.25,-2.27,-8.09,-3,-3.59,-3.02,-4.04,-2.94,-2.95,-2.04,-2.73,-3.58,-4.8,-5.19,-6.42,-4.44,-3.61,-3.45,-2.72
DPC.JPM,Gennode,MLC,-3.44,-4.31,-3.87,-3.86,-3.64,-5.84,-5.13,-16.31,-5.43,-5.32,-4.21,-5.73,-3.94,-3.69,-2.28,-2.9,-4.23,-6.29,-7.16,-8.33,-5.74,-4.29,-4.17,-3.13
DPC.MCNEILUS2,Gennode,MLC,-4.08,-4.73,-3.7,-3.69,-3.78,-6.66,-7.42,-25.87,-10.37,-11.93,-9.44,-11.63,-8.82,-8.62,-6.79,-8.11,-10.85,-14.44,-14.93,-18.8,-13.61,-11.66,-10.83,-8.24
DPC.NSPLOAD,Loadzone,MLC,1.92,2.13,2.13,1.78,1.82,3.53,3.66,9.99,3.65,3.98,3.14,3.39,2.89,2.97,3.07,2.92,3.6,4.89,5.51,6.39,4.47,3.68,3.07,2.3
DPC.NSPP_1.AZ,Hub,MLC,1.98,2.2,2.18,1.83,1.89,3.66,3.78,10.41,3.81,4.14,3.27,3.56,3.02,3.12,3.19,3.01,3.72,5.09,5.78,6.68,4.64,3.8,3.17,2.38
DPC.NWEC.AZ,Hub,MLC,2.38,2.29,2.2,1.8,2.13,4.24,4.3,11.82,4.51,4.91,3.96,4.33,3.5,3.84,3.68,3.37,3.92,5.62,6.88,7.9,5.21,4.32,3.44,2.8
DPC.NWELOAD,Loadzone,MLC,0.82,0.45,0.46,0.13,0.46,1.33,1.67,4.07,1.82,2.04,1.63,1.6,1.45,1.78,2.12,1.62,1.57,2.5,3.54,3.79,2.31,1.86,1.19,1.11
DPC.STNMAN.ARR,Hub,MLC,-0.86,-0.9,-0.5,-0.28,-0.32,-0.51,-1.22,-4.33,-1.57,-2.23,-2.25,-3.19,-2.63,-2.84,-2.35,-3.04,-3.75,-4.69,-5.11,-6.55,-4.34,-3.65,-3.36,-2.82
DPC.WINNEBAGO,Gennode,MLC,-4.23,-5.39,-4.92,-4.94,-5.61,-10.75,-12.05,-39.47,-13.54,-14.85,-11.6,-13.98,-10.46,-10.1,-8.09,-9.63,-12.79,-16.95,-17.49,-21.35,-15.72,-13.72,-12.58,-9.62
DPL,Interface,MLC,-0.16,0.21,0.19,0.5,0.57,1.24,0.72,2.16,0.57,0.66,0.45,0.48,0.25,0.21,0.13,0.24,0.47,0.41,-0.29,-0.65,-0.18,0.02,0.27,0
DUK,Interface,MLC,0.82,1.29,1.19,1.23,1.25,2.2,1.68,5.13,1.26,1.28,1.06,1.36,0.92,1,0.77,1.35,2.01,2.65,2.66,3.59,2.64,2.41,2.49,1.92
EAI.AECCBAILEY,Gennode,MLC,0.78,0.51,0.31,0.19,0.31,-0.08,-0.44,-1.62,-0.54,-0.78,-0.59,-0.9,-0.56,-0.28,-0.68,-0.54,-0.56,-0.77,-0.48,-0.32,-0.27,-0.27,-0.23,0.13
EAI.AECCCROSOL,Gennode,MLC,0.55,0.38,0.24,0.17,0.13,-0.27,-0.08,0.27,0.1,-0.11,-0.28,-0.55,-0.5,-0.42,-0.8,-0.67,-1,-1.06,-0.56,-0.09,-0.06,-0.1,-0.21,0.01
EAI.AECCHYDRO2,Gennode,MLC,-0.71,-0.97,-1.1,-1.1,-0.96,-1.95,-2.01,-5.34,-1.35,-1.77,-1.26,-0.98,-0.3,-0.09,-0.31,0.07,0.29,0.7,1.12,1.01,-0.32,-0.89,-0.78,-0.55
EAI.AECCHYDRO9,Gennode,MLC,-0.49,-1.12,-1.26,-1.23,-1.14,-2.59,-2.68,-8.71,-2.68,-2.94,-2.21,-2.81,-1.88,-1.55,-1.75,-1.87,-2.34,-3.23,-3.21,-3.83,-2.85,-2.49,-2.36,-1.46
EAI.AECCLD,Loadzone,MLC,0.43,0.15,0.07,-0.1,-0.08,-0.73,-1.2,-3.48,-1.14,-1.36,-1.08,-1.25,-0.93,-0.74,-1.04,-1,-1.34,-1.48,-1.1,-1.12,-0.82,-0.63,-0.42,-0.14
EAI.AECCMCCLLN,Gennode,MLC,0.32,-0.1,-0.22,-0.26,-0.35,-1.39,-1.16,-3.61,-0.98,-1.06,-0.89,-1.38,-1.01,-0.81,-1.25,-1.25,-1.86,-2.41,-2.05,-1.98,-1.55,-1.39,-1.47,-0.87
EAI.AECCMGVCT1,Gennode,MLC,-0.8,-1.45,-1.59,-1.51,-1.34,-2.97,-3.06,-9.81,-3,-3.23,-2.43,-3.07,-2.06,-1.69,-1.92,-1.96,-2.63,-3.71,-3.77,-4.69,-3.46,-3,-2.86,-1.78
EAI.AECCMGVCT2,Gennode,MLC,-0.8,-1.45,-1.59,-1.51,-1.34,-2.97,-3.06,-9.81,-3,-3.23,-2.43,-3.07,-2.06,-1.69,-1.92,-1.96,-2.63,-3.71,-3.77,-4.69,-3.46,-3,-2.86,-1.78
EAI.AECCMGVMST,Gennode,MLC,-0.8,-1.45,-1.59,-1.51,-1.34,-2.97,-3.06,-9.81,-3,-3.23,-2.43,-3.07,-2.06,-1.69,-1.92,-1.96,-2.63,-3.71,-3.77,-4.69,-3.46,-3,-2.86,-1.78
EAI.AECCOSWCT1,Gennode,MLC,-0.55,-1.13,-1.32,-1.26,-1.07,-2.46,-2.7,-8.67,-2.69,-2.97,-2.23,-2.8,-1.82,-1.43,-1.66,-1.68,-2.17,-3.12,-3.21,-4,-2.95,-2.54,-2.38,-1.36
EAI.AECCOSWCT2,Gennode,MLC,-0.55,-1.13,-1.32,-1.26,-1.07,-2.46,-2.7,-8.67,-2.69,-2.97,-2.23,-2.8,-1.82,-1.43,-1.66,-1.68,-2.17,-3.12,-3.21,-4,-2.95,-2.54,-2.38,-1.36
EAI.AECCOSWCT3,Gennode,MLC,-0.55,-1.13,-1.32,-1.26,-1.07,-2.46,-2.7,-8.67,-2.69,-2.97,-2.23,-2.8,-1.82,-1.43,-1.66,-1.68,-2.17,-3.12,-3.21,-4,-2.95,-2.54,-2.38,-1.36
EAI.AECCOSWCT4,Gennode,MLC,-0.55,-1.13,-1.32,-1.26,-1.07,-2.46,-2.7,-8.67,-2.69,-2.97,-2.23,-2.8,-1.82,-1.43,-1.66,-1.68,-2.17,-3.12,-3.21,-4,-2.95,-2.54,-2.38,-1.36
EAI.AECCOSWCT5,Gennode,MLC,-0.55,-1.13,-1.32,-1.26,-1.07,-2.46,-2.7,-8.67,-2.69,-2.97,-2.23,-2.8,-1.82,-1.43,-1.66,-1.68,-2.17,-3.12,-3.21,-4,-2.95,-2.54,-2.38,-1.36
EAI.AECCOSWCT6,Gennode,MLC,-0.55,-1.13,-1.32,-1.26,-1.07,-2.46,-2.7,-8.67,-2.69,-2.97,-2.23,-2.8,-1.82,-1.43,-1.66,-1.68,-2.17,-3.12,-3.21,-4,-2.95,-2.54,-2.38,-1.36
EAI.AECCOSWCT7,Gennode,MLC,-0.55,-1.13,-1.32,-1.26,-1.07,-2.46,-2.7,-8.67,-2.69,-2.97,-2.23,-2.8,-1.82,-1.43,-1.66,-1.68,-2.17,-3.12,-3.21,-4,-2.95,-2.54,-2.38,-1.36
EAI.AECCOSWST1,Gennode,MLC,-0.55,-1.13,-1.32,-1.26,-1.07,-2.46,-2.7,-8.67,-2.69,-2.97,-2.23,-2.8,-1.82,-1.43,-1.66,-1.68,-2.17,-3.12,-3.21,-4,-2.95,-2.54,-2.38,-1.36
EAI.AECCOSWST2,Gennode,MLC,-0.55,-1.13,-1.32,-1.26,-1.07,-2.46,-2.7,-8.67,-2.69,-2.97,-2.23,-2.8,-1.82,-1.43,-1.66,-1.68,-2.17,-3.12,-3.21,-4,-2.95,-2.54,-2.38,-1.36
EAI.AECC_1.AZ,Hub,MLC,0.27,-0.08,-0.18,-0.32,-0.32,-1.14,-1.5,-4.56,-1.47,-1.71,-1.32,-1.6,-1.15,-0.95,-1.21,-1.23,-1.58,-1.92,-1.6,-1.73,-1.3,-1.09,-0.9,-0.49
EAI.ANO1,Gennode,MLC,-1.1,-1.84,-1.99,-1.95,-1.86,-3.77,-3.73,-11.75,-3.67,-3.94,-2.96,-3.69,-2.53,-2.19,-2.28,-2.51,-3.17,-4.38,-4.5,-5.49,-4.06,-3.5,-3.27,-2.19
EAI.ANO2,Gennode,MLC,-1.22,-1.99,-2.13,-2.09,-1.98,-3.98,-3.91,-12.26,-3.83,-4.12,-3.1,-3.85,-2.65,-2.31,-2.38,-2.62,-3.32,-4.58,-4.72,-5.76,-4.25,-3.67,-3.43,-2.31
EAI.ARSNC1.ARR,Hub,MLC,-0.56,-1.15,-1.33,-1.25,-0.99,-2.41,-2.73,-8.74,-2.68,-2.99,-2.25,-2.82,-1.8,-1.36,-1.61,-1.58,-2.07,-3.02,-3.13,-3.97,-2.94,-2.53,-2.37,-1.32
EAI.BIGCYP120,Gennode,MLC,1.13,1.25,1.1,0.86,0.9,1.11,0.54,1.63,0.32,0.17,0.11,0.04,0.02,0.25,-0.02,0.28,0.43,0.58,1.08,1.64,1.16,1.05,1.15,1.1
EAI.BIGCYP20,Gennode,MLC,1.13,1.25,1.1,0.86,0.9,1.11,0.54,1.63,0.32,0.17,0.11,0.04,0.02,0.25,-0.02,0.28,0.43,0.58,1.08,1.64,1.16,1.05,1.15,1.1
EAI.BIGCYP40,Gennode,MLC,1.13,1.25,1.1,0.86,0.9,1.11,0.54,1.63,0.32,0.17,0.11,0.04,0.02,0.25,-0.02,0.28,0.43,0.58,1.08,1.64,1.16,1.05,1.15,1.1
EAI.BLAKELY1,Gennode,MLC,-0.07,-0.61,-0.79,-0.74,-0.61,-1.77,-2.36,-9.75,-2.49,-2.13,-1.64,-2.2,-1.46,-1.16,-1.51,-1.51,-2.02,-2.81,-2.71,-3.3,-2.46,-2.16,-2.12,-1.22
EAI.BLAKELY2,Gennode,MLC,-0.07,-0.61,-0.79,-0.74,-0.61,-1.77,-2.36,-9.75,-2.49,-2.13,-1.64,-2.2,-1.46,-1.16,-1.51,-1.51,-2.02,-2.81,-2.71,-3.3,-2.46,-2.16,-2.12,-1.22
EAI.BUBALD,Loadzone,MLC,-0.19,-0.75,-0.93,-0.89,-0.73,-1.94,-2.18,-7.23,-2.14,-2.35,-1.79,-2.34,-1.52,-1.17,-1.49,-1.49,-1.95,-2.77,-2.73,-3.35,-2.51,-2.18,-2.09,-1.18
EAI.CARPEN1,Gennode,MLC,-0.4,-1,-1.15,-1.08,-0.93,-2.3,-2.51,-9.92,-2.95,-3.08,-2.35,-2.64,-1.71,-1.37,-1.69,-1.7,-2.29,-3.21,-3.18,-3.93,-2.91,-2.55,-2.48,-1.49
EAI.CARPEN2,Gennode,MLC,-0.4,-1,-1.15,-1.08,-0.93,-2.3,-2.51,-8.83,-2.55,-2.65,-2.02,-2.57,-1.71,-1.37,-1.69,-1.7,-2.29,-3.21,-3.18,-3.93,-2.91,-2.55,-2.48,-1.49
EAI.CC.AECCMGV,Gennode,MLC,-0.8,-1.45,-1.59,-1.51,-1.34,-2.97,-3.06,-9.81,-3,-3.23,-2.43,-3.07,-2.06,-1.69,-1.92,-1.96,-2.63,-3.71,-3.77,-4.69,-3.46,-3,-2.86,-1.78
EAI.CC.AECCOSW,Gennode,MLC,-0.55,-1.13,-1.32,-1.26,-1.07,-2.46,-2.7,-8.67,-2.69,-2.97,-2.23,-2.8,-1.82,-1.43,-1.66,-1.68,-2.17,-3.12,-3.21,-4,-2.95,-2.54,-2.38,-1.36
EAI.CC.BLAKLY,Gennode,MLC,-0.07,-0.61,-0.79,-0.74,-0.61,-1.77,-2.36,-9.75,-2.49,-2.13,-1.64,-2.2,-1.46,-1.16,-1.51,-1.51,-2.02,-2.81,-2.71,-3.3,-2.46,-2.16,-2.12,-1.22
EAI.CC.CARPTR,Gennode,MLC,-0.4,-1,-1.15,-1.08,-0.93,-2.3,-2.51,-9.37,-2.75,-2.86,-2.19,-2.6,-1.71,-1.37,-1.69,-1.7,-2.29,-3.21,-3.18,-3.93,-2.91,-2.55,-2.48,-1.49
EAI.CC.DEGRAY,Gennode,MLC,-0.5,-1.09,-1.24,-1.16,-1,-2.48,-3.41,-10.66,-3.24,-3.55,-2.18,-2.69,-1.77,-1.41,-1.69,-1.69,-2.27,-3.21,-3.22,-3.98,-2.95,-2.56,-2.46,-1.45
EAI.CC.DELL,Gennode,MLC,0.49,0.44,0.36,0.18,0.27,0.16,-0.36,-0.77,-0.47,-0.66,-0.54,-0.66,-0.54,-0.37,-0.59,-0.35,-0.45,-0.41,0.06,0.44,0.34,0.4,0.57,0.6
EAI.CC.HT_SPR1,Gennode,MLC,-0.85,-1.51,-1.64,-1.55,-1.41,-3.07,-3.11,-9.9,-3.03,-3.25,-2.45,-3.1,-2.1,-1.75,-1.98,-2.04,-2.75,-3.84,-3.88,-4.8,-3.54,-3.07,-2.95,-1.86
EAI.CC.PBENRGY,Gennode,MLC,-0.81,-1.46,-1.6,-1.47,-1.2,-2.96,-3.26,-10.19,-3.08,-3.46,-2.59,-3.25,-2.13,-1.67,-1.86,-1.9,-2.53,-3.54,-3.59,-4.53,-3.34,-2.89,-2.71,-1.5
EAI.CC.UPS1,Gennode,MLC,-0.72,-1.32,-1.4,-1.36,-1.47,-3.19,-2.72,-8.12,-2.52,-2.64,-2.07,-2.76,-2.06,-1.88,-2.12,-2.24,-3.2,-4.18,-3.92,-4.35,-3.26,-2.87,-2.91,-2
EAI.CC.UPS2,Gennode,MLC,-0.72,-1.32,-1.4,-1.36,-1.47,-3.19,-2.72,-8.12,-2.52,-2.64,-2.07,-2.76,-2.06,-1.88,-2.12,-2.24,-3.2,-4.18,-3.92,-4.35,-3.26,-2.87,-2.91,-2
EAI.CC.UPS3,Gennode,MLC,-0.72,-1.32,-1.4,-1.36,-1.47,-3.19,-2.72,-8.12,-2.52,-2.64,-2.07,-2.76,-2.06,-1.88,-2.12,-2.24,-3.2,-4.18,-3.92,-4.35,-3.26,-2.87,-2.91,-2
EAI.CC.UPS4,Gennode,MLC,-0.72,-1.32,-1.4,-1.36,-1.47,-3.19,-2.72,-8.12,-2.52,-2.64,-2.07,-2.76,-2.06,-1.88,-2.12,-2.24,-3.2,-4.18,-3.92,-4.35,-3.26,-2.87,-2.91,-2
EAI.COUCH2.ARR,Hub,MLC,-0.17,-0.78,-0.87,-0.9,-1.13,-2.69,-2.45,-7.77,-2.37,-2.54,-1.96,-2.66,-2.01,-1.82,-1.94,-2.22,-3.05,-3.89,-3.68,-4.14,-3.19,-2.87,-2.89,-1.98
EAI.CWAYLD,Loadzone,MLC,-0.06,-0.6,-0.76,-0.79,-0.68,-1.82,-2,-6.57,-2,-2.27,-1.72,-2.25,-1.47,-1.15,-1.41,-1.46,-1.83,-2.26,-1.99,-2.33,-1.77,-1.52,-1.44,-0.79
EAI.CWAYLD1.AZ,Hub,MLC,-0.05,-0.58,-0.74,-0.77,-0.67,-1.8,-1.98,-6.51,-1.99,-2.25,-1.71,-2.23,-1.46,-1.14,-1.4,-1.45,-1.81,-2.25,-1.97,-2.31,-1.75,-1.51,-1.43,-0.78
EAI.CWL_1.AZ,Hub,MLC,0.76,0.44,0.24,0.14,0.24,-0.22,-0.75,-2.7,-0.9,-1.1,-0.72,-1,-0.61,-0.33,-0.75,-0.7,-0.77,-1.04,-0.77,-0.71,-0.57,-0.5,-0.44,-0.07
EAI.CWL_A,Gennode,MLC,0.71,0.42,0.22,0.12,0.2,-0.26,-0.89,-3.17,-1.08,-1.27,-0.78,-1.04,-0.65,-0.38,-0.8,-0.75,-0.84,-1.12,-0.85,-0.79,-0.63,-0.56,-0.48,-0.12
EAI.CWL_B,Gennode,MLC,0.71,0.42,0.22,0.12,0.2,-0.26,-0.89,-3.17,-1.08,-1.27,-0.78,-1.04,-0.65,-0.38,-0.8,-0.75,-0.84,-1.12,-0.85,-0.79,-0.63,-0.56,-0.48,-0.12
EAI.CWL_C,Gennode,MLC,0.71,0.42,0.22,0.12,0.2,-0.26,-0.89,-3.17,-1.08,-1.27,-0.78,-1.04,-0.65,-0.38,-0.8,-0.75,-0.84,-1.12,-0.85,-0.79,-0.63,-0.56,-0.48,-0.12
EAI.CWL_D,Gennode,MLC,0.71,0.42,0.22,0.12,0.2,-0.26,-0.89,-3.17,-1.08,-1.27,-0.78,-1.04,-0.65,-0.38,-0.8,-0.75,-0.84,-1.12,-0.85,-0.79,-0.63,-0.56,-0.48,-0.12
EAI.CWL_E,Gennode,MLC,0.71,0.42,0.22,0.12,0.2,-0.26,-0.89,-3.17,-1.08,-1.27,-0.78,-1.04,-0.65,-0.38,-0.8,-0.75,-0.84,-1.12,-0.85,-0.79,-0.63,-0.56,-0.48,-0.12
EAI.DEGRAY1,Gennode,MLC,-0.5,-1.09,-1.24,-1.16,-1,-2.48,-3.41,-10.66,-3.24,-3.55,-2.18,-2.69,-1.77,-1.41,-1.69,-1.69,-2.27,-3.21,-3.22,-3.98,-2.95,-2.56,-2.46,-1.45
EAI.DEGRAY2,Gennode,MLC,-0.5,-1.09,-1.24,-1.16,-1,-2.48,-3.41,-10.66,-3.24,-3.55,-2.18,-2.69,-1.77,-1.41,-1.69,-1.69,-2.27,-3.21,-3.22,-3.98,-2.95,-2.56,-2.46,-1.45
EAI.DELL.CT1,Gennode,MLC,0.49,0.44,0.36,0.18,0.27,0.16,-0.36,-0.77,-0.47,-0.66,-0.54,-0.66,-0.54,-0.37,-0.59,-0.35,-0.45,-0.41,0.06,0.44,0.34,0.4,0.57,0.6
